aa01,Tulip,2,230,45.00
aa02,Tulip,2,340,84.00
aa03,Lotus,1,180,62.00
aa04,Lavender,1,330,39.00
aa05,Tulip,2,400,97.00
aa06,Orchid,1,110,33.00
aa07,Lotus,2,60,60.00
aa08,Rose,2,270,30.00
aa09,Orchid,2,190,70.00
aa10,Orchid,1,220,38.00
aa11,Rose,2,30,77.00
aa12,Lavender,2,340,94.00
aa13,Rose,1,500,21.00
aa14,Lotus,2,310,59.00
aa15,Orchid,1,260,40.00
aa16,Lotus,1,440,25.00
aa17,Rose,1,300,86.00
aa18,Rose,2,90,49.00
aa19,Lotus,1,10,74.00
aa20,Lavender,2,480,21.00
aa21,Lotus,1,270,90.00
aa22,Orchid,1,220,98.00
aa23,Lotus,2,490,85.00
aa24,Tulip,1,350,100.00
aa25,Rose,1,130,53.00
aa26,Tulip,2,480,35.00
aa27,Rose,1,170,97.00
aa28,Tulip,1,450,46.00
aa29,Lotus,2,320,99.00
aa30,Lavender,1,470,37.00
aa31,Orchid,2,430,97.00
aa32,Lotus,2,220,23.00
aa33,Orchid,2,400,70.00
aa34,Tulip,1,430,98.00
aa35,Lavender,1,50,80.00
aa36,Lotus,1,320,78.00
aa37,Orchid,2,180,99.00
aa38,Lotus,2,50,70.00
aa39,Orchid,1,220,71.00
aa40,Rose,1,390,50.00
aa41,Rose,1,210,88.00
aa42,Rose,1,440,24.00
aa43,Rose,1,190,26.00
aa44,Tulip,1,80,79.00
aa45,Rose,1,440,20.00
aa46,Rose,1,370,75.00
aa47,Lavender,2,60,74.00
aa48,Lotus,2,500,59.00
aa49,Lavender,1,260,74.00
aa50,Tulip,2,380,98.00
aa51,Orchid,1,220,86.00
aa52,Tulip,2,190,57.00
aa53,Lotus,1,160,71.00
aa54,Lavender,2,60,68.00
aa55,Lotus,2,400,52.00
aa56,Orchid,1,50,56.00
aa57,Rose,1,320,24.00
aa58,Lavender,1,260,69.00
aa59,Orchid,2,400,24.00
aa60,Rose,2,390,43.00
aa61,Tulip,1,80,65.00
aa62,Lavender,2,150,29.00
aa63,Orchid,1,240,43.00
aa64,Orchid,2,150,66.00
aa65,Tulip,2,380,44.00
aa66,Rose,1,260,24.00
aa67,Orchid,1,30,83.00
aa68,Tulip,1,10,67.00
aa69,Lotus,2,210,31.00
aa70,Tulip,1,420,27.00
aa71,Lotus,1,350,26.00
aa72,Rose,1,340,68.00
aa73,Lavender,1,500,88.00
aa74,Lotus,2,390,88.00
aa75,Lotus,2,310,100.00
aa76,Rose,2,250,75.00
aa77,Rose,2,70,94.00
aa78,Tulip,2,490,73.00
aa79,Lotus,2,340,34.00
aa80,Tulip,2,30,68.00
aa81,Tulip,1,60,36.00
aa82,Lotus,2,400,75.00
aa83,Rose,2,20,50.00
aa84,Lavender,1,20,39.00
aa85,Orchid,2,380,73.00
aa86,Lotus,1,440,40.00
aa87,Orchid,2,390,39.00
aa88,Orchid,1,10,52.00
aa89,Lotus,1,240,26.00
aa90,Orchid,1,20,79.00
aa91,Tulip,2,360,38.00
aa92,Orchid,2,130,90.00
aa93,Tulip,1,480,93.00
aa94,Lotus,1,320,51.00
aa95,Tulip,2,390,72.00
aa96,Rose,1,270,92.00
aa97,Lotus,2,240,65.00
aa98,Lavender,2,290,56.00
aa99,Lavender,2,20,59.00
aa100,Lotus,2,100,25.00
aa101,Lavender,1,420,85.00
aa102,Orchid,2,10,44.00
aa103,Lotus,1,40,56.00
aa104,Lotus,2,440,90.00
aa105,Orchid,2,120,86.00
aa106,Lotus,1,470,64.00
aa107,Rose,1,110,66.00
aa108,Lotus,1,220,57.00
aa109,Orchid,1,110,75.00
aa110,Lavender,1,160,45.00
aa111,Rose,1,330,42.00
aa112,Tulip,1,450,26.00
aa113,Tulip,2,410,50.00
aa114,Tulip,1,50,66.00
aa115,Lotus,1,370,76.00
aa116,Lotus,1,130,84.00
aa117,Lotus,2,50,72.00
aa118,Lavender,1,330,22.00
aa119,Tulip,2,120,57.00
aa120,Lotus,2,280,84.00
aa121,Lotus,2,20,37.00
aa122,Lavender,1,400,88.00
aa123,Orchid,1,130,58.00
aa124,Lavender,1,460,39.00
aa125,Lotus,1,470,43.00
aa126,Rose,1,200,40.00
aa127,Orchid,2,170,78.00
aa128,Tulip,1,410,57.00
aa129,Rose,1,370,85.00
aa130,Rose,2,220,53.00
aa131,Tulip,2,370,51.00
aa132,Lavender,2,500,32.00
aa133,Lotus,1,130,77.00
aa134,Lotus,2,60,45.00
aa135,Rose,2,280,68.00
aa136,Rose,1,40,20.00
aa137,Orchid,2,180,33.00
aa138,Lotus,2,400,64.00
aa139,Tulip,1,280,24.00
aa140,Rose,1,430,54.00
aa141,Tulip,2,80,75.00
aa142,Orchid,1,260,93.00
aa143,Tulip,1,280,90.00
aa144,Lotus,2,450,59.00
aa145,Orchid,1,280,91.00
aa146,Orchid,2,300,33.00
aa147,Lotus,2,190,82.00
aa148,Tulip,2,20,25.00
aa149,Lotus,2,330,58.00
aa150,Orchid,1,50,98.00
aa151,Rose,2,350,68.00
aa152,Rose,1,40,24.00
aa153,Lotus,2,350,98.00
aa154,Lavender,1,100,75.00
aa155,Orchid,2,330,75.00
aa156,Orchid,2,140,37.00
aa157,Tulip,1,310,39.00
aa158,Rose,1,50,22.00
aa159,Orchid,2,300,64.00
aa160,Lavender,1,430,84.00
aa161,Tulip,2,100,95.00
aa162,Lavender,1,60,46.00
aa163,Lotus,1,200,26.00
aa164,Orchid,1,40,40.00
aa165,Lotus,2,410,87.00
aa166,Rose,2,430,85.00
aa167,Lavender,1,220,24.00
aa168,Lotus,2,50,85.00
aa169,Lavender,1,400,56.00
aa170,Rose,2,240,64.00
aa171,Rose,2,90,57.00
aa172,Lotus,1,350,72.00
aa173,Lotus,1,500,62.00
aa174,Rose,1,100,35.00
aa175,Lavender,1,340,22.00
aa176,Lavender,1,40,42.00
aa177,Rose,2,110,35.00
aa178,Tulip,1,440,52.00
aa179,Tulip,1,10,83.00
aa180,Orchid,1,450,62.00
aa181,Lavender,1,120,72.00
aa182,Orchid,1,440,50.00
aa183,Lotus,2,360,44.00
aa184,Lavender,2,390,40.00
aa185,Orchid,2,320,32.00
aa186,Rose,1,500,20.00
aa187,Lotus,1,280,44.00
aa188,Lavender,2,140,42.00
aa189,Lavender,2,450,50.00
aa190,Orchid,2,350,66.00
aa191,Lotus,1,370,87.00
aa192,Lotus,1,260,53.00
aa193,Rose,1,270,57.00
aa194,Rose,2,380,22.00
aa195,Tulip,2,280,34.00
aa196,Tulip,1,420,39.00
aa197,Orchid,2,100,21.00
aa198,Orchid,1,200,49.00
aa199,Rose,2,90,75.00
aa200,Tulip,1,330,31.00
aa201,Lavender,2,310,55.00
aa202,Tulip,1,10,72.00
aa203,Lavender,2,230,86.00
aa204,Orchid,2,320,36.00
aa205,Orchid,2,330,33.00
aa206,Orchid,2,420,88.00
aa207,Tulip,2,340,43.00
aa208,Lotus,2,480,55.00
aa209,Rose,2,40,45.00
aa210,Tulip,2,230,96.00
aa211,Tulip,1,20,57.00
aa212,Lavender,2,450,50.00
aa213,Rose,2,400,88.00
aa214,Orchid,1,400,24.00
aa215,Lavender,2,280,94.00
aa216,Orchid,1,400,23.00
aa217,Lotus,2,370,57.00
aa218,Lotus,2,380,68.00
aa219,Lavender,2,100,43.00
aa220,Orchid,2,390,22.00
aa221,Orchid,1,40,97.00
aa222,Lavender,2,190,26.00
aa223,Rose,2,80,42.00
aa224,Rose,1,270,29.00
aa225,Lotus,1,100,77.00
aa226,Lavender,1,140,33.00
aa227,Lotus,2,460,83.00
aa228,Lavender,1,470,52.00
aa229,Orchid,1,220,79.00
aa230,Lavender,2,230,79.00
aa231,Orchid,2,110,61.00
aa232,Rose,2,440,85.00
aa233,Lotus,2,450,39.00
aa234,Lavender,2,300,21.00
aa235,Tulip,1,440,33.00
aa236,Orchid,2,390,33.00
aa237,Rose,1,20,25.00
aa238,Tulip,1,150,38.00
aa239,Lotus,2,350,72.00
aa240,Lavender,2,470,53.00
aa241,Rose,2,370,26.00
aa242,Orchid,1,320,78.00
aa243,Lotus,1,460,79.00
aa244,Orchid,2,310,27.00
aa245,Lotus,1,500,68.00
aa246,Tulip,1,380,88.00
aa247,Lavender,1,280,66.00
aa248,Lotus,2,240,35.00
aa249,Rose,1,180,35.00
aa250,Tulip,2,370,99.00
aa251,Rose,2,460,37.00
aa252,Rose,2,60,33.00
aa253,Tulip,2,180,32.00
aa254,Tulip,2,490,24.00
aa255,Tulip,2,190,56.00
aa256,Tulip,2,420,51.00
aa257,Orchid,2,380,32.00
aa258,Lotus,2,380,64.00
aa259,Tulip,2,340,38.00
aa260,Tulip,2,220,98.00
aa261,Lavender,2,80,70.00
aa262,Tulip,1,340,37.00
aa263,Orchid,2,480,33.00
aa264,Lotus,1,440,27.00
aa265,Lavender,1,60,65.00
aa266,Lotus,1,130,38.00
aa267,Orchid,2,10,33.00
aa268,Tulip,2,460,82.00
aa269,Rose,1,410,57.00
aa270,Lotus,1,400,50.00
aa271,Lotus,1,310,76.00
aa272,Tulip,2,30,29.00
aa273,Orchid,1,240,44.00
aa274,Rose,2,440,27.00
aa275,Tulip,1,440,86.00
aa276,Orchid,2,380,53.00
aa277,Tulip,2,410,93.00
aa278,Rose,2,280,33.00
aa279,Tulip,2,390,77.00
aa280,Lavender,2,360,38.00
aa281,Orchid,1,220,62.00
aa282,Rose,2,290,30.00
aa283,Lavender,1,100,30.00
aa284,Rose,2,110,26.00
aa285,Tulip,2,30,59.00
aa286,Orchid,2,380,52.00
aa287,Tulip,2,150,23.00
aa288,Lavender,2,210,32.00
aa289,Orchid,1,220,53.00
aa290,Tulip,1,410,25.00
aa291,Orchid,1,290,55.00
aa292,Tulip,1,200,36.00
aa293,Tulip,1,160,34.00
aa294,Lotus,2,90,55.00
aa295,Rose,1,290,93.00
aa296,Lavender,1,290,25.00
aa297,Tulip,2,280,72.00
aa298,Lotus,1,10,83.00
aa299,Orchid,1,190,26.00
aa300,Rose,1,200,72.00
aa301,Lotus,1,260,100.00
aa302,Lotus,2,20,33.00
aa303,Lotus,2,500,96.00
aa304,Lavender,1,310,50.00
aa305,Tulip,1,70,33.00
aa306,Rose,2,500,87.00
aa307,Tulip,1,70,77.00
aa308,Lavender,2,330,56.00
aa309,Rose,1,90,63.00
aa310,Orchid,1,150,50.00
aa311,Rose,1,120,95.00
aa312,Lavender,1,210,97.00
aa313,Orchid,1,210,39.00
aa314,Tulip,1,270,22.00
aa315,Tulip,2,260,67.00
