ord1,,,,Rejected,,,Invalid token size,20230903-084646.071
ord2,,,,Rejected,,,Invalid token size,20230903-084646.072
ord3,aa18,Lavanda,1,Rejected,100,45.00,Invalid Flower Name,20230903-084646.072
ord4,aa41,Rose,1,Rejected,56,35,Quantity is not a multiple of 10,20230903-084646.073
ord5,aa42,Rose,1,Rejected,78,65,Quantity is not a multiple of 10,20230903-084646.073
ord6,aa43,Rose,1,Rejected,34,45,Quantity is not a multiple of 10,20230903-084646.074
ord7,aa44,Rose,1,Rejected,56,32,Quantity is not a multiple of 10,20230903-084646.074
ord8,aa46,Rose,1,Rejected,124,56,Quantity is not a multiple of 10,20230903-084646.075
ord9,aa48,Rose,1,Rejected,12,22,Quantity is not a multiple of 10,20230903-084646.075
ord10,aa49,Rose,1,Rejected,123,78,Quantity is not a multiple of 10,20230903-084646.076
ord11,aa50,Rose,1,Rejected,455,56,Quantity is not a multiple of 10,20230903-084646.076
ord12,aa51,Rose,2,Rejected,223,32,Quantity is not a multiple of 10,20230903-084646.077
ord13,aa52,Rose,2,Rejected,445,45,Quantity is not a multiple of 10,20230903-084646.078
ord14,aa53,Rose,1,Rejected,223,67,Quantity is not a multiple of 10,20230903-084646.078
ord15,aa54,Rose,2,Rejected,334,100,Quantity is not a multiple of 10,20230903-084646.078
ord16,aa55,Rose,2,Rejected,445,56,Quantity is not a multiple of 10,20230903-084646.079
ord17,aa56,Rose,1,Rejected,666,44,Quantity is not a multiple of 10,20230903-084646.079
ord18,aa57,Rose,2,Rejected,223,24,Quantity is not a multiple of 10,20230903-084646.080
ord19,aa58,Rose,1,Rejected,455,35,Quantity is not a multiple of 10,20230903-084646.080
ord20,aa59,Rose,2,Rejected,66,65,Quantity is not a multiple of 10,20230903-084646.081
ord21,aa60,Rose,2,Rejected,77,75,Quantity is not a multiple of 10,20230903-084646.081
ord22,aa61,Rose,2,Rejected,333,85,Quantity is not a multiple of 10,20230903-084646.081
ord23,aa62,Rose,2,Rejected,555,85,Quantity is not a multiple of 10,20230903-084646.082
ord24,aa63,Rose,1,Rejected,664,85,Quantity is not a multiple of 10,20230903-084646.082
ord25,aa64,Rose,2,Rejected,333,85,Quantity is not a multiple of 10,20230903-084646.083
ord26,aa65,Rose,2,Rejected,33,85,Quantity is not a multiple of 10,20230903-084646.083
ord27,aa66,Rose,2,Rejected,45,85,Quantity is not a multiple of 10,20230903-084646.083
ord28,aa13,Rose,1,New,100,55.00,NA,20230903-084646.084
ord29,aa67,Rose,2,Rejected,66,55,Quantity is not a multiple of 10,20230903-084646.084
ord30,aa14,Rose,1,New,100,65.00,NA,20230903-084646.085
ord31,aa68,Rose,2,Rejected,67,65,Quantity is not a multiple of 10,20230903-084646.086
ord32,aa15,Rose,2,PFill,100,65.00,NA,20230903-084646.088
ord33,aa69,Rose,1,Rejected,65,1,Quantity is not a multiple of 10,20230903-084646.089
ord30,aa14,Rose,1,Fill,100,65.00,NA,20230903-084646.089
ord34,aa70,Rose,2,Rejected,33,55,Quantity is not a multiple of 10,20230903-084646.091
ord32,aa15,Rose,2,PFill,100,55.00,NA,20230903-084646.092
ord35,aa71,Rose,1,Rejected,44,45,Quantity is not a multiple of 10,20230903-084646.093
ord36,aa72,Rose,2,Rejected,55,45,Quantity is not a multiple of 10,20230903-084646.095
ord37,aa73,Rose,1,Rejected,56,65,Quantity is not a multiple of 10,20230903-084646.096
ord38,aa74,Rose,2,Rejected,33,45,Quantity is not a multiple of 10,20230903-084646.097
ord39,aa75,Rose,2,Rejected,55,55,Quantity is not a multiple of 10,20230903-084646.097
ord40,aa76,Rose,2,Rejected,67,45,Quantity is not a multiple of 10,20230903-084646.098
ord41,aa77,Rose,1,Rejected,33,22,Quantity is not a multiple of 10,20230903-084646.099
ord28,aa13,Rose,1,Fill,100,55.00,NA,20230903-084646.094
ord42,aa16,Rose,1,Fill,100,1.00,NA,20230903-084646.101
ord32,aa15,Rose,2,PFill,100,1.00,NA,20230903-084646.101
ord43,aa17,Rose,1,Fill,100,1.00,NA,20230903-084646.102
ord32,aa15,Rose,2,Fill,100,1.00,NA,20230903-084646.103
ord44,aa19,Rose,2,New,200,65.00,NA,20230903-084646.104
ord45,aa20,Rose,2,New,400,45.00,NA,20230903-084646.104
ord46,aa21,Rose,1,Fill,100,45.00,NA,20230903-084646.105
ord45,aa20,Rose,2,PFill,100,45.00,NA,20230903-084646.106
ord47,aa22,Rose,1,Fill,250,45.00,NA,20230903-084646.107
ord45,aa20,Rose,2,PFill,250,45.00,NA,20230903-084646.108
ord48,aa23,Rose,1,New,100,22.00,NA,20230903-084646.109
ord49,aa24,Rose,1,New,300,34.00,NA,20230903-084646.110
ord50,aa25,Rose,1,PFill,50,45.00,NA,20230903-084646.111
ord45,aa20,Rose,2,Fill,50,45.00,NA,20230903-084646.112
ord51,aa26,Rose,1,New,300,53.00,NA,20230903-084646.113
ord52,aa27,Rose,1,New,300,32.00,NA,20230903-084646.115
ord53,aa28,Rose,1,New,50,1.00,NA,20230903-084646.116
ord54,aa29,Rose,1,New,50,24.00,NA,20230903-084646.116
ord55,aa30,Rose,2,Fill,50,53.00,NA,20230903-084646.117
ord51,aa26,Rose,1,PFill,50,53.00,NA,20230903-084646.118
ord56,aa31,Rose,1,New,50,35.00,NA,20230903-084646.119
ord57,aa32,Rose,2,Fill,50,53.00,NA,20230903-084646.120
ord51,aa26,Rose,1,PFill,50,53.00,NA,20230903-084646.120
ord58,aa33,Rose,2,Fill,50,53.00,NA,20230903-084646.121
ord51,aa26,Rose,1,PFill,50,53.00,NA,20230903-084646.122
ord59,aa34,Rose,2,Fill,50,53.00,NA,20230903-084646.123
ord51,aa26,Rose,1,PFill,50,53.00,NA,20230903-084646.124
ord60,aa35,Rose,1,Fill,50,65.00,NA,20230903-084646.125
ord44,aa19,Rose,2,PFill,50,65.00,NA,20230903-084646.126
ord61,aa36,Rose,2,New,50,64.00,NA,20230903-084646.127
ord62,aa37,Rose,2,Fill,50,53.00,NA,20230903-084646.128
ord51,aa26,Rose,1,PFill,50,53.00,NA,20230903-084646.130
ord63,aa38,Rose,2,Fill,50,53.00,NA,20230903-084646.131
ord51,aa26,Rose,1,Fill,50,53.00,NA,20230903-084646.132
ord64,aa39,Rose,2,Fill,50,45.00,NA,20230903-084646.133
ord50,aa25,Rose,1,PFill,50,45.00,NA,20230903-084646.133
ord65,aa40,Rose,2,Fill,50,45.00,NA,20230903-084646.134
ord50,aa25,Rose,1,PFill,50,45.00,NA,20230903-084646.135
ord66,aa45,Rose,2,PFill,150,45.00,NA,20230903-084646.136
ord50,aa25,Rose,1,Fill,150,45.00,NA,20230903-084646.137
ord66,aa45,Rose,2,PFill,50,35.00,NA,20230903-084646.138
ord56,aa31,Rose,1,Fill,50,35.00,NA,20230903-084646.139
ord66,aa45,Rose,2,Fill,100,34.00,NA,20230903-084646.140
ord49,aa24,Rose,1,PFill,100,34.00,NA,20230903-084646.141
ord67,aa47,Rose,1,New,300,42.00,NA,20230903-084646.142
ord68,aa79,Rose,2,Rejected,54,45,Quantity is not a multiple of 10,20230903-084646.143
ord69,aa80,Rose,2,Rejected,56,53,Quantity is not a multiple of 10,20230903-084646.145
ord70,aa81,Rose,1,Rejected,44,32,Quantity is not a multiple of 10,20230903-084646.147
