ord1,﻿aa13,Rose,1,New,100,55.00,NA,20230903-201250.476
ord2,aa14,Rose,1,New,100,65.00,NA,20230903-201250.477
ord3,aa15,Rose,2,PFill,100,65.00,NA,20230903-201250.478
ord2,aa14,Rose,1,Fill,100,65.00,NA,20230903-201250.479
ord3,aa15,Rose,2,PFill,100,55.00,NA,20230903-201250.480
ord1,﻿aa13,Rose,1,Fill,100,55.00,NA,20230903-201250.480
ord4,aa16,Rose,1,Fill,100,1.00,NA,20230903-201250.481
ord3,aa15,Rose,2,PFill,100,1.00,NA,20230903-201250.482
ord5,aa18,Lavanda,1,Rejected,100,45.00,Invalid Flower Name,20230903-201250.482
ord6,aa17,Rose,1,Fill,100,1.00,NA,20230903-201250.482
ord3,aa15,Rose,2,Fill,100,1.00,NA,20230903-201250.483
ord7,aa19,Rose,2,New,200,65.00,NA,20230903-201250.484
ord8,aa20,Rose,2,New,400,45.00,NA,20230903-201250.484
ord9,aa21,Rose,1,Fill,100,45.00,NA,20230903-201250.485
ord8,aa20,Rose,2,PFill,100,45.00,NA,20230903-201250.485
ord10,aa22,Rose,1,Fill,250,45.00,NA,20230903-201250.486
ord8,aa20,Rose,2,PFill,250,45.00,NA,20230903-201250.487
ord11,aa23,Rose,1,New,100,22.00,NA,20230903-201250.488
ord12,aa24,Rose,1,New,300,34.00,NA,20230903-201250.488
ord13,aa25,Rose,1,PFill,50,45.00,NA,20230903-201250.489
ord13,aa41,Rose,1,Rejected,56,35,Quantity is not a multiple of 10,20230903-201250.489
ord8,aa20,Rose,2,Fill,50,45.00,NA,20230903-201250.490
ord15,aa42,Rose,1,Rejected,78,65,Quantity is not a multiple of 10,20230903-201250.491
ord16,aa26,Rose,1,New,300,53.00,NA,20230903-201250.492
ord17,aa43,Rose,1,Rejected,34,45,Quantity is not a multiple of 10,20230903-201250.493
ord18,aa27,Rose,1,New,300,32.00,NA,20230903-201250.493
ord19,aa44,Rose,1,Rejected,56,32,Quantity is not a multiple of 10,20230903-201250.494
ord20,aa28,Rose,1,New,50,1.00,NA,20230903-201250.495
ord21,aa29,Rose,1,New,50,24.00,NA,20230903-201250.496
ord22,aa30,Rose,2,Fill,50,53.00,NA,20230903-201250.497
ord16,aa26,Rose,1,PFill,50,53.00,NA,20230903-201250.498
ord23,aa31,Rose,1,New,50,35.00,NA,20230903-201250.499
ord24,aa32,Rose,2,Fill,50,53.00,NA,20230903-201250.499
ord16,aa26,Rose,1,PFill,50,53.00,NA,20230903-201250.500
ord25,aa33,Rose,2,Fill,50,53.00,NA,20230903-201250.501
ord16,aa26,Rose,1,PFill,50,53.00,NA,20230903-201250.502
ord26,aa34,Rose,2,Fill,50,53.00,NA,20230903-201250.504
ord16,aa26,Rose,1,PFill,50,53.00,NA,20230903-201250.505
ord27,aa35,Rose,1,Fill,50,65.00,NA,20230903-201250.506
ord7,aa19,Rose,2,PFill,50,65.00,NA,20230903-201250.507
ord28,aa36,Rose,2,New,50,64.00,NA,20230903-201250.509
ord29,aa37,Rose,2,Fill,50,53.00,NA,20230903-201250.510
