ord1,﻿aa13,Rose,1,New,100,55.000000,NA,20230903-210129.971
ord2,aa14,Rose,1,New,100,65.000000,NA,20230903-210129.975
ord3,aa15,Rose,2,PFill,100,65.000000,NA,20230903-210129.975
ord2,aa14,Rose,1,Fill,100,65.000000,NA,20230903-210129.976
ord3,aa15,Rose,2,PFill,100,55.000000,NA,20230903-210129.976
ord1,﻿aa13,Rose,1,Fill,100,55.000000,NA,20230903-210129.977
ord4,aa16,Rose,1,Fill,100,1.000000,NA,20230903-210129.978
ord3,aa15,Rose,2,PFill,100,1.000000,NA,20230903-210129.978
ord5,aa17,Rose,1,Fill,100,1.000000,NA,20230903-210129.979
ord3,aa15,Rose,2,Fill,100,1.000000,NA,20230903-210129.979
ord6,aa18,Lavanda,1,Rejected,100,45.000000,Invalid Flower Name,20230903-210129.979
ord7,aa19,Rose,2,New,200,65.000000,NA,20230903-210129.980
ord8,aa20,Rose,2,New,400,45.000000,NA,20230903-210129.980
ord9,aa21,Rose,1,Fill,100,45.000000,NA,20230903-210129.980
ord8,aa20,Rose,2,PFill,100,45.000000,NA,20230903-210129.980
ord10,aa22,Rose,1,Fill,250,45.000000,NA,20230903-210129.981
ord8,aa20,Rose,2,PFill,250,45.000000,NA,20230903-210129.981
ord11,aa23,Rose,1,New,100,22.000000,NA,20230903-210129.981
ord12,aa24,Rose,1,New,300,34.000000,NA,20230903-210129.981
ord13,aa25,Rose,1,PFill,50,45.000000,NA,20230903-210129.982
ord8,aa20,Rose,2,Fill,50,45.000000,NA,20230903-210129.982
ord14,aa26,Rose,1,New,300,53.000000,NA,20230903-210129.982
ord15,aa27,Rose,1,New,300,32.000000,NA,20230903-210129.982
ord16,aa28,Rose,1,New,50,1.000000,NA,20230903-210129.983
ord17,aa29,Rose,1,New,50,24.000000,NA,20230903-210129.983
ord18,aa30,Rose,2,Fill,50,53.000000,NA,20230903-210129.983
ord14,aa26,Rose,1,PFill,50,53.000000,NA,20230903-210129.984
ord19,aa31,Rose,1,New,50,35.000000,NA,20230903-210129.985
ord20,aa32,Rose,2,Fill,50,53.000000,NA,20230903-210129.985
ord14,aa26,Rose,1,PFill,50,53.000000,NA,20230903-210129.986
ord21,aa33,Rose,2,Fill,50,53.000000,NA,20230903-210129.986
ord14,aa26,Rose,1,PFill,50,53.000000,NA,20230903-210129.986
ord22,aa34,Rose,2,Fill,50,53.000000,NA,20230903-210129.986
ord14,aa26,Rose,1,PFill,50,53.000000,NA,20230903-210129.987
ord23,aa35,Rose,1,Fill,50,65.000000,NA,20230903-210129.987
ord7,aa19,Rose,2,PFill,50,65.000000,NA,20230903-210129.987
ord24,aa36,Rose,2,New,50,64.000000,NA,20230903-210129.988
ord25,aa37,Rose,2,Fill,50,53.000000,NA,20230903-210129.988
ord14,aa26,Rose,1,PFill,50,53.000000,NA,20230903-210129.988
ord26,aa38,Rose,2,Fill,50,53.000000,NA,20230903-210129.989
ord14,aa26,Rose,1,Fill,50,53.000000,NA,20230903-210129.989
ord27,aa39,Rose,2,Fill,50,45.000000,NA,20230903-210129.989
ord13,aa25,Rose,1,PFill,50,45.000000,NA,20230903-210129.990
ord28,aa40,Rose,2,Fill,50,45.000000,NA,20230903-210129.990
ord13,aa25,Rose,1,PFill,50,45.000000,NA,20230903-210129.990
ord29,aa41,Rose,1,Rejected,56,35,Quantity is not a multiple of 10,20230903-210129.991
ord30,aa42,Rose,1,Rejected,78,65,Quantity is not a multiple of 10,20230903-210129.991
ord31,aa43,Rose,1,Rejected,34,45,Quantity is not a multiple of 10,20230903-210129.992
ord32,aa44,Rose,1,Rejected,56,32,Quantity is not a multiple of 10,20230903-210129.992
ord33,aa45,Rose,2,PFill,150,45.000000,NA,20230903-210129.992
ord13,aa25,Rose,1,Fill,150,45.000000,NA,20230903-210129.993
ord33,aa45,Rose,2,PFill,50,35.000000,NA,20230903-210129.993
ord19,aa31,Rose,1,Fill,50,35.000000,NA,20230903-210129.993
ord33,aa45,Rose,2,Fill,100,34.000000,NA,20230903-210129.994
ord12,aa24,Rose,1,PFill,100,34.000000,NA,20230903-210129.994
ord34,aa46,Rose,1,Rejected,124,56,Quantity is not a multiple of 10,20230903-210129.994
ord35,aa47,Rose,1,New,300,42.000000,NA,20230903-210129.995
ord36,aa48,Rose,1,Rejected,12,22,Quantity is not a multiple of 10,20230903-210129.995
ord37,aa49,Rose,1,Rejected,123,78,Quantity is not a multiple of 10,20230903-210129.995
ord38,aa50,Rose,1,Rejected,455,56,Quantity is not a multiple of 10,20230903-210129.996
ord39,aa51,Rose,2,Rejected,223,32,Quantity is not a multiple of 10,20230903-210129.996
ord40,aa52,Rose,2,Rejected,445,45,Quantity is not a multiple of 10,20230903-210129.996
ord41,aa53,Rose,1,Rejected,223,67,Quantity is not a multiple of 10,20230903-210129.997
ord42,aa54,Rose,2,Rejected,334,100,Quantity is not a multiple of 10,20230903-210129.997
ord43,aa55,Rose,2,Rejected,445,56,Quantity is not a multiple of 10,20230903-210129.998
ord44,aa56,Rose,1,Rejected,666,44,Quantity is not a multiple of 10,20230903-210129.998
ord45,aa57,Rose,2,Rejected,223,24,Quantity is not a multiple of 10,20230903-210129.998
ord46,aa58,Rose,1,Rejected,455,35,Quantity is not a multiple of 10,20230903-210129.998
ord47,aa59,Rose,2,Rejected,66,65,Quantity is not a multiple of 10,20230903-210129.999
ord48,aa60,Rose,2,Rejected,77,75,Quantity is not a multiple of 10,20230903-210130.000
ord49,aa61,Rose,2,Rejected,333,85,Quantity is not a multiple of 10,20230903-210130.001
ord50,aa62,Rose,2,Rejected,555,85,Quantity is not a multiple of 10,20230903-210130.001
ord51,aa63,Rose,1,Rejected,664,85,Quantity is not a multiple of 10,20230903-210130.001
ord52,aa64,Rose,2,Rejected,333,85,Quantity is not a multiple of 10,20230903-210130.002
ord53,aa65,Rose,2,Rejected,33,85,Quantity is not a multiple of 10,20230903-210130.002
ord54,aa66,Rose,2,Rejected,45,85,Quantity is not a multiple of 10,20230903-210130.002
ord55,aa67,Rose,2,Rejected,66,55,Quantity is not a multiple of 10,20230903-210130.003
ord56,aa68,Rose,2,Rejected,67,65,Quantity is not a multiple of 10,20230903-210130.004
ord57,aa69,Rose,1,Rejected,65,1,Quantity is not a multiple of 10,20230903-210130.004
ord58,aa70,Rose,2,Rejected,33,55,Quantity is not a multiple of 10,20230903-210130.004
ord59,aa71,Rose,1,Rejected,44,45,Quantity is not a multiple of 10,20230903-210130.005
ord60,aa72,Rose,2,Rejected,55,45,Quantity is not a multiple of 10,20230903-210130.005
ord61,aa73,Rose,1,Rejected,56,65,Quantity is not a multiple of 10,20230903-210130.006
ord62,aa74,Rose,2,Rejected,33,45,Quantity is not a multiple of 10,20230903-210130.006
ord63,aa75,Rose,2,Rejected,55,55,Quantity is not a multiple of 10,20230903-210130.006
ord64,aa76,Rose,2,Rejected,67,45,Quantity is not a multiple of 10,20230903-210130.006
ord65,aa77,Rose,1,Rejected,33,22,Quantity is not a multiple of 10,20230903-210130.007
ord66,aa78,Rose,2,Fill,90,42.000000,NA,20230903-210130.007
ord35,aa47,Rose,1,PFill,90,42.000000,NA,20230903-210130.008
ord67,aa79,Rose,2,Rejected,54,45,Quantity is not a multiple of 10,20230903-210130.008
ord68,aa80,Rose,2,Rejected,56,53,Quantity is not a multiple of 10,20230903-210130.008
ord69,aa81,Rose,1,Rejected,44,32,Quantity is not a multiple of 10,20230903-210130.008
ord70,aa82,Rose,2,Rejected,334,1,Quantity is not a multiple of 10,20230903-210130.009
ord71,aa83,Rose,1,Rejected,56,24,Quantity is not a multiple of 10,20230903-210130.009
ord72,aa84,Rose,2,Rejected,34,45,Quantity is not a multiple of 10,20230903-210130.010
ord73,aa85,Rose,2,Rejected,23,35,Quantity is not a multiple of 10,20230903-210130.010
ord74,aa86,Rose,2,Rejected,45,53,Quantity is not a multiple of 10,20230903-210130.010
ord75,aa87,Rose,2,Rejected,56,46,Quantity is not a multiple of 10,20230903-210130.010
